parent,child,role
B10-6127240,B13-6306692,dam
B07-6140010,B10-6127240,sire
B06-6414560,B10-6127240,dam
B04-6208161,B13-6027112,sire
B07-6140130,B13-6027112,dam
B97-6101055,B07-6140130,sire
B02-6051523,B07-6140130,dam
B11-6289679,B13-6306693,sire
B12-6225774,B13-6306693,dam
B10-6217260,B13-6319801,sire
B11-6289680,B13-6319801,dam
B08-6384340,B13-6027188,sire
B08-6232783,B13-6027188,dam
B06-6414619,B08-6384340,sire
B02-6051523,B08-6384340,dam
B94-6093632,B08-6232783,sire
NL96-9693614,B08-6232783,dam
B09-4114906,B14-4148066,sire
B08-4259740,B14-4148066,dam
B98-4185254,B09-4114906,sire
B04-2124299,B09-4114906,dam
B02-4333398,B08-4259740,sire
B00-4270014,B08-4259740,dam
B10-4049411,B14-4148069,sire
B10-4049430,B14-4148069,dam
B01-9054448,NL04-2248596,sire
NL00-1211087,NL04-2248596,dam
B91-613925,B01-9054448,sire
B96-9107969,B01-9054448,dam
NL98-5821416,NL00-1211087,sire
NL99-5971339,NL00-1211087,dam
NL03-4774409,NL04-1390193,sire
B01-6041468,NL04-1390193,dam
NL98-5821416,NL03-4774409,sire
B98-6593456,NL03-4774409,dam
B96-6086201,B01-6041468,sire
B96-6086235,B01-6041468,dam
B98-6593442,NL04-1389763,sire
B98-6411726,NL04-1389763,dam
NL02-4758430,NL04-1389678,sire
NL98-5821405,NL04-1389678,dam
NL97-2253039,NL02-4758430,sire
B98-6593456,NL02-4758430,dam
NL96-1434252,NL98-5821405,sire
NL94-5601569,NL98-5821405,dam
NL02-2373009,NL04-1389677,sire
NL03-1731828,NL04-1389677,dam
NL99-1845343,NL02-2373009,sire
B96-6286060,NL02-2373009,dam
B01-9054447,NL03-1731828,sire
NL00-5063907,NL03-1731828,dam
NL97-5701399,NL04--1389656,sire
NL03-5343054,NL04--1389656,dam
NL85-105259,NL97-5701399,sire
NL96-1844327,NL97-5701399,dam
NL98-5821470,NL03-5343054,sire
NL00-5063909,NL03-5343054,dam
NL01-1135530,NL04-1389640,sire
NL98-5821404,NL04-1389640,dam
NL97-2253039,NL01-1135530,sire
B98-6593456,NL01-1135530,dam
NL96-1434252,NL98-5821404,sire
NL94-5601569,NL98-5821404,dam
NL03-1731870,NL04--1389637,sire
NL00-1211152,NL04--1389637,dam
NL98-1933559,NL03-1731870,sire
B02-6121685,NL03-1731870,dam
NL99-1585413,NL00-1211152,sire
NL98-1933686,NL00-1211152,dam
NL02-5251684,NL04--1389618,sire
NL96-5681597,NL04--1389618,dam
NL01-1135568,NL02-5251684,sire
NL92-2048193,NL02-5251684,dam
NL94-5601499,NL96-5681597,sire
NL95-5501275,NL96-5681597,dam
B01-604147,NL04-1389593,sire
B02-6506914,NL04-1389593,dam
B95-6054392,B01-604147,sire
B00-6098146,B01-604147,dam
B93-6529698,B02-6506914,sire
B94-6495098,B02-6506914,dam
NL00-2479301,NL04--1389492,sire
NL97-2253105,NL04--1389492,dam
NL97-2253103,NL00-2479301,sire
NL99-5971341,NL00-2479301,dam
NL88-2763998,NL97-2253105,sire
B96-6286060,NL97-2253105,dam
NL02-5251661,NL04-1389453,sire
NL02-5251656,NL04-1389453,dam
NL97-2253039,NL02-5251661,sire
B98-6593456,NL02-5251661,dam
NL98-5821416,NL02-5251656,sire
B98-6593439,NL02-5251656,dam
NL07-2011593,NL13--1398202,sire
NL04-2248596,NL13--1398202,dam
NL05-1607203,NL07-2011593,sire
NL04-1389627,NL07-2011593,dam
NL04-1389763,NL13-1398190,sire
NL04-1389656,NL13-1398190,dam
NL97-5701399,NL04-1389656,sire
NL03-5343054,NL04-1389656,dam
NL04-1389564,NL12--787080,sire
NL10-1868366,NL12--787080,dam
NL02-4758434,NL04-1389564,sire
NL98-1933528,NL04-1389564,dam
NL04-1389403,NL10-1868366,sire
B08-4254668,NL10-1868366,dam
NL04-1389593,NL12-1786944,sire
NL11-1915154,NL12-1786944,dam
B01-6041478,NL04-1389593,sire
NL10-1868325,NL11-1915154,sire
NL10-1868326,NL11-1915154,dam
NL04-1389677,NL12--1786943,sire
NL06-1597521,NL12--1786943,dam
NL05-1936948,NL06-1597521,sire
NL05-5533121,NL06-1597521,dam
NL04-1389618,NL11--1915271,sire
NL04-1389431,NL11--1915271,dam
NL02-5251684,NL04-1389618,sire
NL96-5681597,NL04-1389618,dam
NL98-1933504,NL04-1389431,sire
NL03-1731797,NL04-1389431,dam
NL04-1389453,NL11-1915259,sire
NL04-1389624,NL11-1915259,dam
NL98-1933559,NL04-1389624,sire
B02-6121685,NL04-1389624,dam
NL05-1936854,NL11--1915239,sire
NL06-1597520,NL11--1915239,dam
NL04-4784432,NL05-1936854,sire
NL04-5430847,NL05-1936854,dam
NL05-1936948,NL06-1597520,sire
NL05-5533121,NL06-1597520,dam
NL04-1389453,NL11-1915102,sire
NL04-1389625,NL11-1915102,dam
NL98-1933559,NL04-1389625,sire
B02-6121685,NL04-1389625,dam
NL05-1936854,NL11-1915156,sire
NL06-1597520,NL11-1915156,dam
NL04-1389593,NL10--1868206,sire
B08-4254668,NL10--1868206,dam
B04-4277483,B08-4254668,sire
B99-4392910,B08-4254668,dam
NL04-1389593,NL10-1868205,sire
B08-4254668,NL10-1868205,dam
NL05-1936854,NL10--1864331,sire
NL06-1597520,NL10--1864331,dam
B95-036,BELG2014--6022999,sire
B95-036,BELG2014--6304954,sire
B95-036,BELG2014--6022972,sire
B95-036,BELG2014--6022617,sire
B95-036,BELG2014--6304965,sire
B95-036,BELG2014--6022833,sire
B95-036,BELG2014--6022652,sire
B95-036,BELG2014-6304972,sire
B95-036,BELG2014--6304956,sire
B95-036,BELG2014--6304966,sire
B95-036,BELG2014--6304992,sire
B10-6038399,B13--6080507,sire
B12-6236008,B13--6080507,dam
B99-6143980,B10-6038399,sire
B09-6358270,B10-6038399,dam
B08-6314620,B12-6236008,sire
B09-6222815,B12-6236008,dam
B07-6076618,B13--6080624,sire
B11-6265444,B13--6080624,dam
B99-6143980,B11-6265444,sire
B06-6267400,B11-6265444,dam
B03-6266193,B14--6085254,sire
B13-6080431,B14--6085254,dam
B07-6076618,B13--6080547,sire
B08-6314776,B13--6080547,dam
B00-6032008,B07-6140120,sire
B06-6185409,B07-6140120,dam
B93-6670110,B00-6032008,sire
B99-6082176,B00-6032008,dam
B99-6082046,B06-6185409,sire
B00-6032249,B06-6185409,dam
B09-6240935,B13-6306667,sire
B12-6325770,B13-6306667,dam
B2004-6208297,B09-6240935,sire
B06-6185559,B09-6240935,dam
B07-61401192001,B11-6289629,sire
B04-6208207,B11-6289629,dam
B01-6053290,B07-61401192001,sire
B06-6185559,B07-61401192001,dam
B94-6093632,B04-6208207,sire
NL96-9693614,B04-6208207,dam
B07-6140038,B13-6311649,sire
B06-6185566,B13-6311649,dam
B97-6101055,B07-6140038,sire
B02-6051523,B07-6140038,dam
B97-6101055,B06-6185566,sire
B03-0383362,B06-6185566,dam
B05-6306269,B13-6311732,sire
B06-6414603,B13-6311732,dam
B00-6032116,B05-6306269,sire
B04-6208128,B05-6306269,dam
B04-6208164,B07--6388666,sire
B02-6051754,B07--6388666,dam
B94-6093632,B04-6208164,sire
B96-9693614,B04-6208164,dam
B91-6178257,B02-6051754,sire
B96-9693614,B02-6051754,dam
B07-6388607,B13-6027231,sire
B09-62407412012,B13-6027231,dam
B04-6208164,B07-6388607,sire
B02-6051754,B07-6388607,dam
B08-6232796,B09-62407412012,sire
B08-62327542012,B09-62407412012,dam
B07-6140114,B13-6306678,sire
B07-6391390,B13-6306678,dam
B03-6437131,B07-6140114,sire
B02-6051772,B07-6140114,dam
B04-6208161,B07-6391390,sire
B02-6051618,B07-6391390,dam
B07-6140038,B10-6217447,sire
B07-63914132001,B10-6217447,dam
B01-6053290,B08-6384329,sire
B07-6388666,B08-6384329,dam
B99-6339490,B01-6053290,sire
B96-6100105,B01-6053290,dam
B04-6208164,B07-6388666,sire
B02-6051754,B07-6388666,dam
B95-036,BELG2014--6022997,sire
B95-036,BELG2014--6022612,sire
B95-036,BELG2014--6022837,sire
B95-036,BELG2014--6022639,sire
B06-6414600,B13-6311607,sire
B03-6437345,B06-6414600,sire
B02-6051754,B06-6414600,dam
B06-6185483,B13-6312957,sire
B07-6140139,B13-6312957,dam
B00-6032099,B06-6185483,sire
B01-6080646,B06-6185483,dam
B03-6437222,B07-6140139,sire
B03-6437232,B07-6140139,dam
B98-2273925,B05-2218455,sire
B01-2285134,B05-2218455,dam
B90-2273555,B98-2273925,sire
B91-2356662,B98-2273925,dam
B97-209445097,B01-2285134,sire
B97-245036492,B01-2285134,dam
B95-036,B10-6166015,sire
B95-036,B07-6110234,sire
B95-036,B10-6166279,sire
B95-036,B10-6343147,sire
B95-036,B97-6362207,sire
CHN2005-03-180188,CHN13-07-040888,sire
CHN2004-03-333310,CHN13-07-040888,dam
BELG00-4396479,CHN2005-03-180188,sire
T97-293265,CHN2005-03-180188,dam
T97-293265,CHN2004-03-333310,dam
NL07-4099613,CHN15-03-1469286,sire
B11-6260447,CHN15-03-1469286,dam
NL03-0375941,NL07-4099613,sire
NL02-0271883,NL07-4099613,dam
B03-6192564,B05-6233897,sire
B02-6113796,B05-6233897,dam
B00-6549576,B03-6192564,sire
B00-6141430,B03-6192564,dam
B00-6460908,B02-6113796,sire
B01-6094045,B02-6113796,dam
CHN02-03-000333,CHN05-03-180073,dam
B00-4396479,CHN02-03-000333,sire
T97-293265,CHN02-03-000333,dam
NL10-2014829,NL13-1524602,sire
NL10-2014726,NL13-1524602,dam
NL00-1890094,NL10-2014829,sire
NL05-1781792,NL10-2014829,dam
NL04-1226133,NL10-2014726,sire
NL04-1226260,NL10-2014726,dam
B91-6376055,B03-2121108,sire
B93-2053827,B03-2121108,dam
NL08-1897107,NL13-1524754,sire
NL08-1897071,NL13-1524754,dam
NL04-1226133,NL08-1897107,sire
NL08-1226020,NL08-1897107,dam
NL06-1444183,NL08-1897071,sire
NL06-1444186,NL08-1897071,dam
NL10-2014748,NL12-1920976,sire
NL06-1444221,NL12-1920976,dam
NL06-1588939,NL10-2014748,sire
NL06-1588476,NL10-2014748,dam
NL04-1226133,NL06-1444221,sire
NL04-1226069,NL06-1444221,dam
NL07-2007621,NL11-1912659,sire
NL07-2007740,NL11-1912659,dam
BEL01-3266512,NL07-2007621,sire
NL06-1267007,NL07-2007740,sire
B03-4201135,B12-4193922,sire
B11-4215744,B12-4193922,dam
B98-4275493,B03-4201135,sire
B98-4275469,B03-4201135,dam
B98-4275493,B11-4215744,sire
B98-4275469,B11-4215744,dam
B93-5214148,CHN2003-03-203006,sire
NL95-9589015,CHN2003-03-203006,dam
B91-0080817,B93-5214148,sire
B91-00804,B93-5214148,dam
B83-6464449,NL95-9589015,sire
B85-6713500,NL95-9589015,dam
B93-5214148,CHN2003-03-224107,sire
NL95-9589015,CHN2003-03-224107,dam
CHN08-03-202238,CHN10-490113,sire
CHN08-03-100966,CHN10-490113,dam
C00-202302,CHN08-03-202238,sire
NL00-2417844,CHN08-03-202238,dam
NL00-0077737,NL05-0532099,sire
NL02-0271845,NL05-0532099,dam
NL94-9410369,NL00-0077737,sire
B95-6558347,NL00-0077737,dam
NL02-0271883,NL06-0715662,dam
NL94-2227820,NL03-2327602,sire
NL99-5971341,NL03-2327602,dam
NL88-2763913,NL94-2227820,sire
NL88-4024671,NL94-2227820,dam
NL92-5310320,NL99-5971341,sire
B96-6286060,NL99-5971341,dam
NL03-0375941,NL07-3732889,sire
B00-6364742,B06-6148138,sire
B03-6236417,B06-6148138,dam
NL05-05664741,NL07-4099576,sire
B99-6143621,B00-6156138,sire
B98-6594049,B00-6156138,dam
B99-6143621,B00-6156137,sire
B98-6594049,B00-6156137,dam
B05-6166321,B10-6038015,dam
B94-6214211,B05-6166321,sire
B02-6091707,B05-6166321,dam
B00-6141418,B06-6148250,dam
B03-6277483,B12-6320849,sire
B05-6116293,B12-6320849,dam
B00-6175870,B03-6277483,sire
B00-61759805,B03-6277483,dam
NL98-5821470,NL2001-5120346,sire
NL97-2253100,NL2001-5120346,dam
NL97-2253103,NL98-5821470,sire
NL97-2252940,NL98-5821470,dam
NL92-5310320,NL97-2253100,sire
B96-6286060,NL97-2253100,dam
NL90-9080115,NL93-1177101,sire
NL88-8847472,NL94-9483286,sire
NL91-9154434,NL94-9483286,dam
B82-6131211,C93-399731,sire
B87-6722452,C93-399731,dam
B73-6736019,B86-6716815,sire
B83-6700244,B86-6716815,dam
B89-6730517,C99-428167,sire
C98-482552,C99-428167,dam
B81-6455999,C92-498936,sire
B81-6116694,C92-498936,dam
B70-6243257,B82-6131211,sire
B81-6116647,B82-6131211,dam
B73-6736019,B87-6722452,sire
B85-6377502,B87-6722452,dam
B76-6129297,B89-6730517,sire
B87-6337115,B89-6730517,dam
B86-6702401,C98-482552,sire
B89-6150182,C98-482552,dam
B73-6736019,B86-6718103,sire
B83-6700244,B86-6718103,dam
B82-6129612,B83-6466075,sire
B78-6129297,B83-6466075,dam
B76-6129297,B86-6702401,sire
B85-6377511,B86-6702401,dam
B82-6729612,B83-6466075,sire
B84-6161077,B85-6379816,sire
B80-6307776,B85-6379816,dam
B81-6116649,B84-6161080,sire
B79-6263322,B84-6161080,dam
B86-6718103,C97-654312,sire
C91-654312,C97-654312,dam
NL85-0653209,NL90-1875507,sire
NL86-0305194,NL90-1875507,dam
B78-6129297,B89-6150182,sire
B87-6337115,B89-6150182,dam
B86-6702401,C97-161551,sire
C94-322953,C97-161551,dam
B86-6718103,C96-479387,sire
B83-6466078,C96-479387,dam
B85-6379887,C96-479460,sire
B03-6277483,B13-6180108,sire
B05-6116293,B13-6180108,dam
B00-6175805,B03-6277483,dam
B00-6175805,B11-6108728,dam
B99-6438577,B10-6344248,dam
B03-6277418,B10-6251654,sire
B02-6315014,B10-6251654,dam
B03-6277483,B10-6251583,sire
B00-6175805,B10-6251583,dam
B00-6032078,B07-644011,sire
B03-6437146,B07-644011,dam
B07-6140215,B12-6246486,sire
B09-6240841,B12-6246486,dam
B07-6140247,B09-6240716,sire
B06-6185409,B09-6240716,dam
B05-6306314,B09-6240724,sire
B04-6208291,B09-6240724,dam
NL10-2024377,NL12-1929832,sire
NL10-2024579,NL12-1929832,dam
NL04-1203551,NL10-2024377,sire
NL09-1158962,NL10-1711251,dam
NL2004-2015110,NL09-1158962,sire
NL2004-2015021,NL09-1158962,dam
B07-6033129,B09-6358790,sire
B04-6307210,B09-6358790,dam
B98-6335690,B07-6033129,sire
B00-6480508,B04-6307210,sire
NL10-1711155,NL2011-1764190,dam
NL08-1569299,NL2009-1214806,dam
B11-6119174,B11-6240896,dam
B06-6210990,B11-6119174,sire
B10-6031857,B11-6119174,dam
NL2003-1168483,NL2008-1569239,sire
NL97-1560008,NL2003-1168483,sire
NL98-1249271,NL2003-1168483,dam
B11-6119174,B11-6240897,dam
NL04-2082662,NL2008-1569265,sire
NL96-5666011,NL04-2082662,sire
NL96-5666017,NL04-2082662,dam
NL03-1533148,NL10-2024374,sire
NL05-1759008,NL10-2024374,dam
NL99-1357025,NL03-1533148,dam
NL97-2019010,NL05-1759008,sire
NL97-2019007,NL05-1759008,dam
NL10-2024315,NL13-1534229,sire
NL10-2024374,NL13-1534229,dam
NL05-1759070,NL10-2024315,sire
B05-6445722,BE11-6133685,sire
B04-6369313,BE11-6133685,dam
B00-6452332,B05-6445722,sire
B97-6270414,B05-6445722,dam
B04-6453967,NL14-1934450,sire
B06-1570166,NL14-1934450,dam
B00-6452296,B04-6453967,sire
B99-6557929,B04-6453967,dam
B01-6263002,B06-1570166,sire
B01-6263023,B06-1570166,dam
B11-6326792,NL12-1357310,sire
B11-6119130,NL12-1357310,dam
B03-6226043,B11-6326792,sire
B2010-6358659,NL12-1089921,sire
DV0135-11-151,NL12-1089921,dam
B2007-6043921,B2010-6358659,sire
B00-6440232,B2010-6358659,dam
DV0135-10-800,DV0135-11-151,sire
DV0135-10-544,DV0135-11-151,dam
DV00135-10-799,NL13-1665066,sire
DV00824-10-845,NL13-1664596,sire
B05-6045481,DV00824-10-845,sire
B96-6165098,DV00824-10-845,dam
B14-4000199,B15-6178469,sire
B13-6095152,B15-6178469,dam
B07-6385731,B12-6225820,sire
B06-6035708,B12-6225820,dam
B07-6385690,NL11-3055000,sire
B05-6341253,NL11-3055000,dam
B09-5052387,BE12-4216983,sire
B99-5000704,B09-5052387,sire
B06-4112378,B09-5052387,dam
B10-6154460,BE11-6110790,dam
NL09-1539667,NL12-1929856,sire
NL07-1040272,NL12-1929856,dam
NL07-1040216,NL09-1539667,sire
NL04-1190478,NL07-1040272,sire
NL03-1533191,NL07-1040272,dam
B86-6260314,B97-2407153,sire
B90-5343668,B97-2407153,dam
B92-5338426,B98-5210624,sire
B94-5189274,B98-5210624,dam
B92-6319505,C04-123137,sire
B92-6167021,C04-123137,dam
B09-5061976,B11-5010348,sire
B08-5061676,B11-5010348,dam
B94-6261210,B04-6293172,sire
B98-6589942,B04-6293172,dam
NL06-2083976,NL10-1553776,sire
NL05-1244854,NL10-1553776,dam
NL99-9917734,NL06-2083976,sire
NL04-1073255,NL05-1244854,sire
B98-6339693,NL05-1244854,dam
NL10-1688555,NL13-1263617,sire
NL10-1129981,NL13-1263617,dam
B05-6045565,NL10-1688555,sire
NL07-1821617,NL10-1688555,dam
B04-2062112,NL10-1129981,sire
B05-5534893,NL10-1129981,dam
B05-6336511,BELG10-6357338,sire
B04-6095495,BELG10-6357338,dam
B04-6095407,B05-6336511,sire
B99-6438039,B05-6336511,dam
B94-6323005,B04-6095495,sire
B02-6183731,B04-6095495,dam
NL06-2034324,NL10-1564318,sire
NL08-1413840,NL10-1564318,dam
NL99-1846611,NL06-2034324,sire
NL05-2170406,NL06-2034324,dam
NL04-1628744,NL08-1413840,sire
NL02-1182556,NL08-1413840,dam
B02-5035406,B05-5102015,sire
B03-5078458,B05-5102015,dam
B95-5074919,B02-5035406,sire
B98-5158020,B02-5035406,dam
B98-5158036,B03-5078458,sire
B97-5301188,B03-5078458,dam
B10-2162232,BE15-2069227,sire
B06-4029173,BE10-3101880,sire
B07-4372866,BE10-3101880,dam
B05-2046775,BELG10-2197933,sire
B04-2018501,BELG10-2197933,dam
D03661-94-100,B05-2046775,sire
B95-5084577,B05-2046775,dam
B98-2436672,B04-2018501,sire
B03-2001819,B04-2018501,dam
NL01-2110695,NL07-1992335,sire
NL98-9881212,NL07-1992335,dam
NL00-2202571,NL01-2110695,sire
NL00-0080535,NL01-2110695,dam
NL00-0000000,NL98-9881212,sire
NL00-1210084,NL07-1210401,sire
NL06-4721098,NL07-1210401,dam
NL99-1575803,NL00-1210084,sire
NL98-1924683,NL00-1210084,dam
NL05-1958932,NL06-4721098,sire
NL03-1730536,NL06-4721098,dam
NL08-2061976,NL10-1351522,sire
NL07-1123807,NL08-2061976,sire
B07-6381430,B09-6238356,sire
B06-6199643,B09-6238356,dam
B05-6300565,B07-6381430,sire
B02-6270096,B07-6381430,dam
B00-6263541,B06-6199643,sire
B03-6384463,B06-6199643,dam
B10-3047071,B12-3168923,dam
B10-6251654,B14-6049839,sire
B13-6101236,B14-6049839,dam
B03-6277405,B10-6251654,dam
B03-3142096,B13-6101236,sire
B07-5100941,B13-6101236,dam
B99-3020065,B09-3187461,sire
NL08-1548996,B09-3187461,dam
B92-3138647,B99-3020065,sire
B95-3336674,B99-3020065,dam
B03-5301440,NL08-1548996,dam
B04-9107392,B09-9073136,sire
B07-9028276,B09-9073136,dam
B03-9012163,B04-9107392,sire
B01-6326421,B04-9107392,dam
B06-62012282007,B07-9028276,sire
B05-6381477,B07-9028276,dam
B03-6266193,BELG08-6314600,sire
B98-6590496,BELG08-6314600,dam
B06-2082123,B08-2040086,sire
B05-2143379,B08-2040086,dam
B02-3256948,B06-2082123,sire
B05-2142800,B06-2082123,dam
B91-2306167,B05-2143379,sire
NL08-5821884,NL09-5916682,sire
NL06-5626595,NL09-5916682,dam
NL02-4764720,NL08-5821884,sire
NL02-5252655,NL08-5821884,dam
NL99-1703391,NL06-5626595,sire
NL02-4448955,NL06-5626595,dam
NL04-1348814,NL07-5713904,sire
NL00-1934052,NL07-5713904,dam
NL01-1135621,NL04-1348814,sire
NL00-1212158,NL04-1348814,dam
NL96-2232777,NL00-1934052,sire
NL97-1478619,NL00-1934052,dam
B02-2326424,BELG10-2197937,sire
B02-2060716,BELG10-2197937,dam
B98-2425539,B02-2326424,sire
B97-2378786,B02-2326424,dam
B94-5328517,B02-2060716,dam
NL07-1992331,NL10-2046189,sire
NL07-1992335,NL10-2046189,dam
NL99-1123706,NL07-1992331,sire
NL01-2110079,NL07-1992331,dam
NL98-1441279,NL99-1123706,sire
NL97-1772089,NL99-1123706,dam
B09-6238356,B10-6212344,sire
B08-6234040,B10-6212344,dam
B03-6384147,B08-6234040,sire
B07-6147126,B08-6234040,dam
B02-5030266,B12-3168941,sire
B00-5261101,B02-5030266,sire
B99-5198045,B02-5030266,dam
B10-6251654,B14-6049840,sire
B13-6101236,B14-6049840,dam
B99-3020065,B08-3079193,sire
B06-6150906,B08-3079193,dam
B99-2036374,B08-2040066,sire
B99-2036308,B08-2040066,dam
B86-2118255,B99-2036374,sire
B92-2198344,B99-2036374,dam
B00-6156414,BELG08-6314650,sire
B03-2234105,BELG08-6314650,dam
NL99-5949561,NL07-5713890,sire
NL05-1246083,NL07-5713890,dam
NL93-5366432,NL99-5949561,sire
NL93-2437240,NL99-5949561,dam
NL02-5229564,NL05-1246083,sire
NL04-1896031,NL05-1246083,dam
B98-2425539,BELG10-2197968,sire
B05-2046758,BELG10-2197968,dam
D03661-94-100,B98-2425539,sire
B85-6580826,B98-2425539,dam
B03-2035944,B05-2046758,sire
B04-2018544,B05-2046758,dam
B06-2082300,B08-2040070,sire
B06-2082083,B08-2040070,dam
B94-2061350,B06-2082300,sire
B01-3076096,B06-2082300,dam
B92-2198165,B06-2082083,sire
B05-2143388,B06-2082083,dam
B09-6238365,B11-6283787,sire
B08-6234082,B11-6283787,dam
B05-6300035,B09-6238365,sire
B07-6147101,B09-6238365,dam
B07-6381423,B08-6234082,sire
B06-6187838,B08-6234082,dam
B03-3240765,B11-3070092,sire
B07-4361085,B11-3070092,dam
B98-3158062,B03-3240765,sire
B98-2098681,B03-3240765,dam
B01-4094638,B07-4361085,sire
B06-4081816,B07-4361085,dam
B03-6277483,B14-6240855,sire
B11-6107992,B14-6240855,dam
B06-6256241,B11-6107992,sire
B06-6302534,B11-6107992,dam
B99-3020065,B08-3079194,sire
B06-6150906,B08-3079194,dam
NL06-5617007,NL07-5713925,sire
NL05-1239910,NL07-5713925,dam
NL05-2180912,NL06-5617007,sire
NL03-5332698,NL06-5617007,dam
PL0352-03-1251,PL0352-04-11936,dam
B06-3148314,BELG09-3021774,sire
B05-3085502,BELG09-3021774,dam
B05-5143844,B06-3148314,sire
B04-3099034,B06-3148314,dam
B05-3121955,B05-3085502,sire
B01-3194365,B05-3085502,dam
B99-6260005,B08-6164400,sire
B00-6240105,B08-6164400,dam
B94-6652880,B99-6260005,sire
B93-6097246,B99-6260005,dam
B99-6252356,B00-6240105,sire
B99-6252346,B00-6240105,dam
B02-4463363,BELG2010-4265226,sire
B07-2055218,BELG2010-4265226,dam
B08-6238873,B10-6212103,sire
B07-6147045,B10-6212103,dam
B02-6270286,B08-6238873,sire
B04-6266258,B08-6238873,dam
B05-6300565,B07-6147045,sire
B02-6270096,B07-6147045,dam
B05-3006558,B12-3168948,dam
B97-3157176,B05-3006558,sire
B01-3172930,B05-3006558,dam
B03-6277483,B14-6240856,sire
B11-6107992,B14-6240856,dam
NL05-5510059,NL09-5903655,sire
NL08-1101403,NL09-5903655,dam
NL99-5949561,NL05-5510059,sire
NL02-1472705,NL05-5510059,dam
NL07-1371589,NL08-1101403,sire
NL07-1371677,NL08-1101403,dam
B98-6210287,B06-6343581,sire
B00-6156261,B06-6343581,dam
B90-6277397,B98-6210287,sire
B96-3121904,B98-6210287,dam
B94-6214211,B00-6156261,sire
B98-6210407,B00-6156261,dam
B07-3008349,B12-3088154,sire
B06-3008234,B12-3088154,dam
B10-6251541,B14-6240864,sire
B10-6251546,B14-6240864,dam
B03-6277483,B10-6251546,sire
B02-6315014,B10-6251546,dam
B99-3020065,B09-3185150,sire
B07-3161836,B09-3185150,dam
B98-3194065,B07-3161836,sire
B03-3131024,B07-3161836,dam
NL05-1935679,NL10-1528946,sire
NL07-1653316,NL10-1528946,dam
NL98-1924683,NL05-1935679,dam
NL02-5229564,NL07-1653316,sire
NL04-1896031,NL07-1653316,dam
B05-3176580,B08-3037570,sire
B00-3195099,B08-3037570,dam
B93-3051184,B00-3195099,sire
B95-3185530,B00-3195099,dam
B13-1947236,B14-6171810,sire
B10-6251567,B14-6171810,dam
B10-6251541,B13-1947236,sire
B07-2143348,B13-1947236,dam
B03-6277418,B10-6251567,sire
B05-6234092,B10-6251567,dam
NL02-5229564,NL10-1529069,sire
NL05-1239910,NL10-1529069,dam
NL90-2256086,NL02-5229564,sire
NL95-5559347,NL02-5229564,dam
B03-3131030,B09-3185145,sire
B07-3207655,B09-3185145,dam
B98-3194036,B03-3131030,sire
B99-3020098,B03-3131030,dam
B99-3020065,B07-3207655,sire
B00-3124013,B07-3207655,dam
B11-6332491,BE14-6171833,sire
B10-6251584,BE14-6171833,dam
B03-6277418,B11-6332491,sire
B10-6052493,B11-6332491,dam
B07-6022478,B10-6251584,sire
NL08-1628683,B10-6251584,dam
NL02-5229564,NL10-1528959,sire
NL08-1402874,NL10-1528959,dam
NL01-1707322,NL08-1402874,sire
NL04-1559375,NL08-1402874,dam
B07-6043938,B08-6372822,sire
B07-6369523,B08-6372822,dam
B02-6113220,B07-6043938,sire
B03-6192276,B07-6043938,dam
B03-6192564,B07-6369523,sire
B01-6096237,B07-6369523,dam
B07-3090004,B10-3059492,sire
B07-3141520,B10-3059492,dam
B05-4266001,B07-3090004,sire
B02-3107044,B07-3090004,dam
B98-3194039,B07-3141520,sire
B01-3076050,B07-3141520,dam
B04-6472084,BE15-6288751,sire
B03-6277418,B04-6472084,sire
B01-6380175,B04-6472084,dam
NL10-1529196,NL14-1823616,sire
NL08-1101403,NL14-1823616,dam
NL07-5713891,NL10-1529196,sire
B13-3056024,BE15-3025377,sire
